"","fr_document_id","action","action_description_fr","action_url","agency_acronym","docket_id","joint","page_length","publication_date","reg_dot_gov_document_id","rin","stage","stage_n","start_page","title","volume"
"267","2012-12746-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=934","CFTC","934","No","116","2012-06-19","CFTC-2012-0075-0001","3038-AD09","FINAL","","36611","Core Principles and Other Requirements for Designated Contract Markets","77"
"268","2012-26435-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1291","CFTC","1291","No","107","2012-11-14","CFTC-2012-0138-0001","3038-AD88","NPR","","67865","Enhancing Protections Afforded Customers and Customer Funds Held by Futures Commission Merchants and Derivatives Clearing Organizations","77"
"269","2013-26665-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1291","CFTC","1291","No","153","2013-11-14","CFTC-2013-0097-0001","3038-AD88","FINAL","","68505","Enhancing Protections Afforded Customers and Customer Funds Held by Futures Commission Merchants and Derivatives Clearing Organizations","78"
"270","2010-26951-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=868","CFTC","868","No","8","2010-10-26","CFTC-2010-0143-0001","3038–AD23","NPR","","65586","Agricultural Commodity Definition","75"
"271","2011-17626-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=868","CFTC","868","No","9","2011-07-13","CFTC-2011-0087-0001","3038–AD23","FINAL","","41048","Agricultural Commodity Definition","76"
"272","2010-27532-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=890","CFTC","890","No","6","2010-11-02","CFTC-2010-0155-0001","3038-AD00","NPR","","67277","Process for Review of Swaps for Mandatory Clearing","75"
"273","2011-18663-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=890","CFTC","890","No","12","2011-07-26","CFTC-2011-0100-0001","3038-AD00","FINAL","","44464","Process for Review of Swaps for Mandatory Clearing","76"
"274","2011-15738-NCUA","Issuance","Advance Notice of Proposed Rulemaking.","https://www.ncua.gov/regulation-supervision/Pages/rules/comment-letters/2011/prsesvesment-derivatives-activities.aspx","NCUA","Financial Deriviatives Transactions To Offset Interest Rate Risk: Investment and Deposit Activities","No","5","2011-06-24","NCUA-2011-0040-0001",NA,"ANPR","","37030","Financial Derivatives Transactions To Offset Interest Rate Risk; Investment and Deposit Activities","76"
"275","2012-9888-CFTC","Issuance-Complex","Final rule and interim final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=968","CFTC","968","No","26","2012-04-27","CFTC-2012-0049-0001","3038-AD62","FINAL","","25319","Commodity Options","77"
"276","2011-31646-CFTC","Issuance","Further notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1125","CFTC","1125","No","11","2011-12-14","CFTC-2011-0148-0001","3038-AD18","NPR","","77728","Process for a Designated Contract Market or Swap Execution Facility To Make a Swap Available To Trade","76"
"277","2013-12250-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1125","CFTC","1125","No","28","2013-06-04","CFTC-2013-0055-0001","3038-AD18","FINAL","","33605","Process for a Designated Contract Market or Swap Execution Facility To Make a Swap Available to Trade, Swap Transaction Compliance and Implementation Schedule, and Trade Execution Requirement Under the Commodity Exchange Act","78"
"278","2012-17357-CFTC","Issuance","Proposed rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1237","CFTC","1237","No","13","2012-07-17","CFTC-2012-0088-0001","3038-AD47","NPR","","41940","Clearing Exemption for Certain Swaps Entered Into by Cooperatives","77"
"279","2013-19945-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1237","CFTC","1237","No","24","2013-08-22","CFTC-2013-0076-0001","3038-AD47","FINAL","","52285","Clearing Exemption for Certain Swaps Entered Into by Cooperatives","78"
"280","2012-18382-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1252","CFTC","1252","No","54","2012-08-07","CFTC-2012-0101-0001","3038-AD86","NPR","","47169","Clearing Requirement Determination Under Section 2(h) of the CEA","77"
"281","2012-29211-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1252","CFTC","1252","No","57","2012-12-13","CFTC-2012-0146-0001","3038-AD86","FINAL","","74283","Clearing Requirement Determination Under Section 2(h) of the CEA","77"
"282","2016-14035-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1711","CFTC","1711","No","32","2016-06-16","CFTC-2016-0052-0001","3038-AE20","NPR","","39505","Clearing Requirement Determination Under Section 2(h) of the CEA for Interest Rate Swaps","81"
"283","2016-23983-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1711","CFTC","1711","No","40","2016-10-14","CFTC-2016-0088-0001","3038-AE20","FINAL","","71202","Clearing Requirement Determination Under Section 2(h) of the Commodity Exchange Act for Interest Rate Swaps","81"
"284","2012-20508-CFTC","Issuance","Proposed rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1262","CFTC","1262","No","19","2012-08-21","CFTC-2012-0110-0001","3038-AD47","NPR","","50425","Clearing Exemption for Swaps Between Certain Affiliated Entities","77"
"285","2013-07970-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1262","CFTC","1262","No","37","2013-04-11","CFTC-2013-0036-0001","3038-AD47","FINAL","","21749","Clearing Exemption for Swaps Between Certain Affiliated Entities","78"
"286","2010-29836-CFTC","Issuance","Advanced notice of proposed rulemaking; request for comments.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=912","CFTC","912","No","7","2010-12-02","CFTC-2010-0174-0001","3038-AD99","ANPR","","75162","Protection of Cleared Swaps Customers Before and After Commodity Broker Bankruptcies","75"
"287","2011-10737-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1038","CFTC","1038","No","62","2011-06-09","CFTC-2011-0071-0001","3038-AC99","NPR","","33817","Protection of Cleared Swaps Customer Contracts and Collateral; Conforming Amendments to the Commodity Broker Bankruptcy Provisions","76"
"288","2012-1033-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1038","CFTC","1038","No","75","2012-02-07","CFTC-2012-0016-0001","3038-AC99","FINAL","","6335","Protection of Cleared Swaps Customer Contracts and Collateral; Conforming Amendments to the Commodity Broker Bankruptcy Provisions","77"
"289","2016-19210-CFTC","Issuance","Order.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1703","CFTC","1703","No","9","2016-08-12","CFTC-2016-0070-0001",NA,"FINAL","","53467","Order Exempting the Federal Reserve Banks From Sections 4d and 22 of the Commodity Exchange Act","81"
"290","2010-26220-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=861","CFTC","861","No","22","2010-10-18","CFTC-2010-0140-0001","3038-AD01","NPR","","63732","Requirements for Derivatives Clearing Organizations, Designated Contract Markets, and Swap Execution Facilities Regarding the Mitigation of Conflicts of Interest","75"
"291","2010-31898-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=953","CFTC","953","No","16","2011-01-06","CFTC-2011-0002-0001","3038-AD01","NPR","","722","Governance Requirements for Derivatives Clearing Organizations, Designated Contract Markets, and Swap Execution Facilities; Additional Requirements Regarding the Mitigation of Conflicts of Interest","76"
"292","2013-19791-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1016","CFTC","1016","No","18","2013-08-15","CFTC-2013-0069-0001","3038-AC98","FINAL","","49663","Enhanced Risk Management Standards for Systemically Important Derivatives Clearing Organizations","78"
"293","2013-19845-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1391","CFTC","1391","No","53","2013-08-16","CFTC-2013-0071-0001","3038-AE06","NPR","","50259","Derivatives Clearing Organizations and International Standards","78"
"294","2013-27849-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1391","CFTC","1391","No","51","2013-12-02","CFTC-2013-0103-0001","3038-AE06","FINAL","","72475","Derivatives Clearing Organizations and International Standards","78"
"295","2010-29994-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=924","CFTC","924","No","45","2010-12-07","CFTC-2010-0178-0001","3038-AD08","NPR","","76139","Real-Time Public Reporting of Swap Transaction Data","75"
"296","2012-5950-CFTC","Issuance","Further notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1176","CFTC","1176","No","69","2012-03-15","CFTC-2012-0037-0001","3038-AD08","NPR","","15459","Procedures To Establish Appropriate Minimum Block Sizes for Large Notional Off-Facility Swaps and Block Trades","77"
"297","2013-12133-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1176","CFTC","1176","No","80","2013-05-31","CFTC-2013-0053-0001","3038-AD08","FINAL","","32865","Procedures To Establish Appropriate Minimum Block Sizes for Large Notional Off-Facility Swaps and Block Trades","78"
"298","2010-30476-CFTC","Issuance","Proposed Rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=920","CFTC","920","No","37","2010-12-08","CFTC-2010-0179-0001","3038-AD19","NPR","","76573","Swap Data Recordkeeping and Reporting Requirements","75"
"299","2011-33199-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=920","CFTC","920","No","90","2012-01-13","CFTC-2012-0004-0001","3038-AD19","FINAL","","2135","Swap Data Recordkeeping and Reporting Requirements","77"
"300","2015-21030-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1614","CFTC","1614","No","44","2015-08-31","CFTC-2015-0053-0001","3038-AE12","NPR","","52543","Amendments to Swap Data Recordkeeping and Reporting Requirements for Cleared Swaps","80"
"301","2016-14414-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1614","CFTC","1614","No","52","2016-06-27","CFTC-2016-0053-0001","3038-AE12","FINAL","","41735","Amendments to Swap Data Recordkeeping and Reporting Requirements for Cleared Swaps","81"
"302","2011-33173-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=924","CFTC","924","No","86","2012-01-09","CFTC-2012-0002-0001","3038-AD08","FINAL","","1181","Real-Time Public Reporting of Swap Transaction Data","77"
"303","2012-15481-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1227","CFTC","1227","No","8","2012-06-27","CFTC-2012-0079-0001","3038-AD84","NPR","","38229","Rules Prohibiting the Aggregation of Orders To Satisfy Minimum Block Sizes or Cap Size Requirements, and Establishing Eligibility Requirements for Parties to Block Trades","77"
"304","2010-31133-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=939","CFTC","939","No","49","2010-12-23","CFTC-2010-0195-0001","3038-AD20","NPR","","80897","Swap Data Repositories","75"
"305","2011-20817-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=939","CFTC","939","No","61","2011-09-01","CFTC-2011-0117-0001","3038-AD20","FINAL","","54537","Swap Data Repositories: Registration Standards, Duties and Core Principles","76"
"306","2017-01287-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1777","CFTC","1777","No","23","2017-01-25","CFTC-2017-0005-0001","3038-AE44","NPR","","8369","Proposed Amendments To Swap Data Access Provisions and Certain Other Matters","82"
"307","2014-06574-CFTC","Issuance","Interim final rule; request for comment.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1483","CFTC","1483","No","4","2014-03-26","CFTC-2014-0025-0001","3038-AE14","INTERIM-FINAL","","16672","Swap Data Repositories-Access to SDR Data by Market Participants","79"
"308","2010-29003-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=897","CFTC","897","No","8","2010-11-17","CFTC-2010-0160-0001","3038-AC96","NPR","","70152","Implementation of Conflicts of Interest Policies and Procedures by Futures Commission Merchants and Introducing Brokers","75"
"309","2010-29021-CFTC","Issuance","Proposed rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=899","CFTC","899","No","8","2010-11-19","CFTC-2010-0162-0001","3038-AC96","NPR","","70881","Designation of a Chief Compliance Officer; Required Compliance Policies; and Annual Report of a Futures Commission Merchant, Swap Dealer, or Major Swap Participant","75"
"310","2010-29009-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=905","CFTC","905","No","12","2010-11-23","CFTC-2010-0166-0001","3038-AC96","NPR","","71397","Regulations Establishing and Governing the Duties of Swap Dealers and Major Swap Participants","75"
"311","2010-29006-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=904","CFTC","904","No","7","2010-11-23","CFTC-2010-0165-0001","3038-AC96","NPR","","71391","Implementation of Conflicts of Interest Policies and Procedures by Swap Dealers and Major Swap Participants","75"
"312","2010-30884-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=921","CFTC","921","No","12","2010-12-09","CFTC-2010-0183-0001","3038-AC96","NPR","","76666","Reporting, Recordkeeping, and Daily Trading Records Requirements for Swap Dealers and Major Swap Participants","75"
"313","2012-5317-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=921","CFTC","921","No","89","2012-04-03","CFTC-2012-0044-0001","3038-AC96","FINAL","","20127","Swap Dealer and Major Swap Participant Recordkeeping, Reporting, and Duties Rules; Futures Commission Merchant and Introducing Broker Conflicts of Interest Rules; and Chief Compliance Officer Rules for Swap Dealers, Major Swap Participants, and Futures Commission Merchants","77"
"314","2016-19231-CFTC","Issuance","Notice of proposed rulemaking.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1729","CFTC","1729","No","6","2016-08-12","CFTC-2016-0068-0001","3038-AE49","NPR","","53343","Chief Compliance Officer Annual Report Requirements for Futures Commission Merchants, Swap Dealers, and Major Swap Participants; Amendments to Filing Dates","81"
"315","2016-27525-CFTC","Issuance","Final rule.","https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1729","CFTC","1729","No","5","2016-11-16","CFTC-2016-0099-0001","3038-AE49","FINAL","","80563","Chief Compliance Officer Annual Report Requirements for Futures Commission Merchants, Swap Dealers, and Major Swap Participants; Amendments to Filing Dates","81"
